name	name_ru	card_title	card_title_ru	link	type	type_ru	subtype	subtype_ru	place	place_ru	lat	lon	lang	n_tokens	platform	ignore
Spoken corpus of Tanti Dargwa	Устный корпус тантынского даргинского	Tanti Dargwa	Тантынский даргинский	https://lingconlab.ru/tanti_dargwa/search	corpus	корпус	minority	малых языков	Tanti	Танты	42.1655583	47.3106305	Nuclear North Dargwa	2683	tsacorpus	
Spoken corpus of the Besleney Dialect of Kabardian	Устный корпус бесленеевского диалекта кабардино-черкесского языка	Besleney Kabardian	Кабардино-черкесский	https://lingconlab.ru/spoken_besleney/	corpus	корпус	minority	малых языков	Ulyap	Уляп	45.05366652	39.94593254	Kabardian	7955	tsacorpus	
Spoken corpus of Tsnal Lezgi	Устный корпус цнальского говора лезгинского языка	Tsnal Lezgi	Цнальский диалект лезгинского	https://lingconlab.ru/tsnal_lezgi/	corpus	корпус	minority	малых языков	Cnal	Цнал	41.69631754	47.99850103	Lezgian	5113	tsacorpus	
Spoken corpus of West Circassian	Устный корпус адыгейского языка	West Circassian	Адыгейский	https://lingconlab.ru/spoken_adyghe/	corpus	корпус	minority	малых языков	Kabekhabl	Кабехабль	45.04732563	40.180409	Adyghe	9128	tsacorpus	
Spoken corpus of West Circassian	Устный корпус адыгейского языка	West Circassian	Адыгейский	https://lingconlab.ru/spoken_adyghe/	corpus	корпус	minority	малых языков	Pshicho	Пшичо	45.0640203	40.17600355	Adyghe	9128	tsacorpus	
Spoken corpus of West Circassian	Устный корпус адыгейского языка	West Circassian	Адыгейский	https://lingconlab.ru/spoken_adyghe/	corpus	корпус	minority	малых языков	Khatazhukay	Хатажукай	45.07688951	40.18626859	Adyghe	9128	tsacorpus	
Spoken сorpus of Itsari Dargwa	Устный корпус ицаринского даргинского	Itsari Dargwa	Ицаринский даргинский	https://lingconlab.ru/itsari_dargwa/	corpus	корпус	minority	малых языков	Itsari	Ицари	42.618485	47.288081	Southwestern Dargwa	2535	tsacorpus	
Spoken сorpus of Kadar Dargwa	Устный корпус кадарского даргинского	Kadar Dargwa	Кадарский даргинский	https://lingconlab.ru/kadar_dargwa/	corpus	корпус	minority	малых языков	Kadar	Кадар	42.618485	47.288081	Nuclear North Dargwa	6366	tsacorpus	
Spoken сorpus of Muira Dargwa	Устный корпус муиринского даргинского	Muira Dargwa	Муиринский даргинский	https://lingconlab.ru/muira_dargwa/	corpus	корпус	minority	малых языков	Kalkni	Калкни	42.16667	47.7	Nuclear North Dargwa	6935	tsacorpus	
Atlas of Multilingualism in Dagestan	Атлас многоязычия в Дагестане	Atlas of Multilingualism in Dagestan	Атлас многоязычия в Дагестане	https://multidagestan.com/	database	база данных									other	
Atlas of Rutul dialects	Атлас диалектов рутульского языка	Atlas of Rutul dialects	Атлас диалектов рутульского языка	https://lingconlab.github.io/rutul_dialectology/	database	база данных			Khnov	Хнов	41.378607	47.443605	Rutul		other	
Atlas of Rutul dialects	Атлас диалектов рутульского языка	Atlas of Rutul dialects	Атлас диалектов рутульского языка	https://lingconlab.github.io/rutul_dialectology/	database	база данных			Kiche	Киче	41.53146	47.48171	Rutul		other	
Atlas of Rutul dialects	Атлас диалектов рутульского языка	Atlas of Rutul dialects	Атлас диалектов рутульского языка	https://lingconlab.github.io/rutul_dialectology/	database	база данных			Rutul	Рутул	41.5342	47.4269	Rutul		other	
Atlas of Rutul dialects	Атлас диалектов рутульского языка	Atlas of Rutul dialects	Атлас диалектов рутульского языка	https://lingconlab.github.io/rutul_dialectology/	database	база данных			Kufa	Куфа	41.564115	47.376937	Rutul		other	
Atlas of Rutul dialects	Атлас диалектов рутульского языка	Atlas of Rutul dialects	Атлас диалектов рутульского языка	https://lingconlab.github.io/rutul_dialectology/	database	база данных			Khnyukh	Хнюх	41.58289	47.43299	Rutul		other	
Atlas of Rutul dialects	Атлас диалектов рутульского языка	Atlas of Rutul dialects	Атлас диалектов рутульского языка	https://lingconlab.github.io/rutul_dialectology/	database	база данных			Amsar	Амсар	41.60348	47.33116	Rutul		other	
Atlas of Rutul dialects	Атлас диалектов рутульского языка	Atlas of Rutul dialects	Атлас диалектов рутульского языка	https://lingconlab.github.io/rutul_dialectology/	database	база данных			Luchek	Лучек	41.60988	47.307307	Rutul		other	
Atlas of Rutul dialects	Атлас диалектов рутульского языка	Atlas of Rutul dialects	Атлас диалектов рутульского языка	https://lingconlab.github.io/rutul_dialectology/	database	база данных			Kina	Кина	41.6166	47.2647	Rutul		other	
Atlas of Rutul dialects	Атлас диалектов рутульского языка	Atlas of Rutul dialects	Атлас диалектов рутульского языка	https://lingconlab.github.io/rutul_dialectology/	database	база данных			Shinaz	Шиназ	41.618658	47.375666	Rutul		other	
Atlas of Rutul dialects	Атлас диалектов рутульского языка	Atlas of Rutul dialects	Атлас диалектов рутульского языка	https://lingconlab.github.io/rutul_dialectology/	database	база данных			Vrush	Вруш	41.646787	47.310094	Rutul		other	
Atlas of Rutul dialects	Атлас диалектов рутульского языка	Atlas of Rutul dialects	Атлас диалектов рутульского языка	https://lingconlab.github.io/rutul_dialectology/	database	база данных			Dzhilikhur	Джилихур	41.65545	47.26768	Rutul		other	
Atlas of Rutul dialects	Атлас диалектов рутульского языка	Atlas of Rutul dialects	Атлас диалектов рутульского языка	https://lingconlab.github.io/rutul_dialectology/	database	база данных			Tsudik	Цудик	41.66611	47.28056	Rutul		other	
Atlas of Rutul dialects	Атлас диалектов рутульского языка	Atlas of Rutul dialects	Атлас диалектов рутульского языка	https://lingconlab.github.io/rutul_dialectology/	database	база данных			Myukhrek	Мюхрек	41.68	47.29	Rutul		other	
Atlas of Rutul dialects	Атлас диалектов рутульского языка	Atlas of Rutul dialects	Атлас диалектов рутульского языка	https://lingconlab.github.io/rutul_dialectology/	database	база данных			Aran	Аран	41.67389	47.24639	Rutul		other	
Atlas of Rutul dialects	Атлас диалектов рутульского языка	Atlas of Rutul dialects	Атлас диалектов рутульского языка	https://lingconlab.github.io/rutul_dialectology/	database	база данных			Ikhrek	Ихрек	41.693931	47.210005	Rutul		other	
Atlas of Rutul dialects	Атлас диалектов рутульского языка	Atlas of Rutul dialects	Атлас диалектов рутульского языка	https://lingconlab.github.io/rutul_dialectology/	database	база данных			Novyy Borch	Новый Борч	43.48722	47.04556	Rutul		other	
Atlas of Rutul dialects	Атлас диалектов рутульского языка	Atlas of Rutul dialects	Атлас диалектов рутульского языка	https://lingconlab.github.io/rutul_dialectology/	database	база данных			Kazankulak	Казанкулак	43.52334	47.13435	Rutul		other	
Atlas of Rutul dialects	Атлас диалектов рутульского языка	Atlas of Rutul dialects	Атлас диалектов рутульского языка	https://lingconlab.github.io/rutul_dialectology/	database	база данных			Borch	Борч	41.4544	47.323	Rutul		other	
Atlas of Rutul dialects	Атлас диалектов рутульского языка	Atlas of Rutul dialects	Атлас диалектов рутульского языка	https://lingconlab.github.io/rutul_dialectology/	database	база данных			Kala	Кала	41.577819	47.3499843	Rutul		other	
DAG < APT	DAG < APT	DAG < APT	DAG < APT	https://lingconlab.github.io/DAG-APT/	database	база данных									other	
Daghestanian loans database	База данных заимствований в языках Дагестана	Daghestanian loans database	База данных заимствований в языках Дагестана	https://lingconlab.ru/dagloans/	database	база данных									other	
DagSwadesh	DagSwadesh	DagSwadesh	DagSwadesh	https://lingconlab.ru/dagswadesh/	database	база данных									other	
Parabible	Parabible	Parabible	Parabible	https://lingconlab.ru/parabible/	corpus	корпус									other	
Prosody of Russian Dialects	База данных просодии русских диалектов	Prosody of Russian Dialects	База данных просодии русских диалектов	https://lingconlab.github.io/PRuD/	database	база данных									other	
The Andic Dictionaries Examples Database	База данных примеров андийских словарей	The Andic Dictionaries Examples Database	База данных примеров андийских словарей	https://lingconlab.github.io/andic_dictionary_examples_database/	database	база данных					42.4003	46.3037	Northern Akhvakh	94302	other	
The Andic Dictionaries Examples Database	База данных примеров андийских словарей	The Andic Dictionaries Examples Database	База данных примеров андийских словарей	https://lingconlab.github.io/andic_dictionary_examples_database/	database	база данных					42.3966	46.1041	Bagvalal	94302	other	
The Andic Dictionaries Examples Database	База данных примеров андийских словарей	The Andic Dictionaries Examples Database	База данных примеров андийских словарей	https://lingconlab.github.io/andic_dictionary_examples_database/	database	база данных					42.665	46.22	Botlikh	94302	other	
The Andic Dictionaries Examples Database	База данных примеров андийских словарей	The Andic Dictionaries Examples Database	База данных примеров андийских словарей	https://lingconlab.github.io/andic_dictionary_examples_database/	database	база данных					42.5024	45.995	Chamalal	94302	other	
The Andic Dictionaries Examples Database	База данных примеров андийских словарей	The Andic Dictionaries Examples Database	База данных примеров андийских словарей	https://lingconlab.github.io/andic_dictionary_examples_database/	database	база данных					42.7428	46.2252	Godoberi	94302	other	
The Andic Dictionaries Examples Database	База данных примеров андийских словарей	The Andic Dictionaries Examples Database	База данных примеров андийских словарей	https://lingconlab.github.io/andic_dictionary_examples_database/	database	база данных					42.6501	46.3151	Karata-Tukita	94302	other	
The Andic Dictionaries Examples Database	База данных примеров андийских словарей	The Andic Dictionaries Examples Database	База данных примеров андийских словарей	https://lingconlab.github.io/andic_dictionary_examples_database/	database	база данных					42.3316	45.9227	Tindi	94302	other	
The Andic Dictionaries Examples Database	База данных примеров андийских словарей	The Andic Dictionaries Examples Database	База данных примеров андийских словарей	https://lingconlab.github.io/andic_dictionary_examples_database/	database	база данных					42.5727	46.3724	Tokita	94302	other	
Typological Atlas of the Languages of Daghestan 	Типологический атлас языков Дагестана	Typological Atlas of the Languages of Daghestan 	Типологический атлас языков Дагестана	https://lingconlab.ru/dagatlas/	database	база данных									other	
Corpus of the Russian dialect spoken in Ilmen Lake district	Корпус говоров Ильменского Поозерья	Ilmen Lake district dialects	Говоры Ильменского Поозерья	https://lingconlab.ru/novgorod/	corpus	корпус	dialectal	диалектный	Ilmen	Ильмень	58.39333	31.1975	Russian	134207	spoco	
Corpus of the Russian dialect spoken in Ilmen Lake district	Корпус говоров Ильменского Поозерья	Ilmen Lake district dialects	Говоры Ильменского Поозерья	https://lingconlab.ru/novgorod/	corpus	корпус	dialectal	диалектный	Neronov Bor	Неронов Бор	58.4053472	31.1762	Russian	134207	spoco	
Corpus of the Russian dialect spoken in Ilmen Lake district	Корпус говоров Ильменского Поозерья	Ilmen Lake district dialects	Говоры Ильменского Поозерья	https://lingconlab.ru/novgorod/	corpus	корпус	dialectal	диалектный	Kuritsko	Курицко	58.3447278	31.1523417	Russian	134207	spoco	
Corpus of the Russian dialect spoken in Ilmen Lake district	Корпус говоров Ильменского Поозерья	Ilmen Lake district dialects	Говоры Ильменского Поозерья	https://lingconlab.ru/novgorod/	corpus	корпус	dialectal	диалектный	Khotyazh	Хотяж	58.3767694	31.1377528	Russian	134207	spoco	
Corpus of the Russian dialect spoken in Ilmen Lake district	Корпус говоров Ильменского Поозерья	Ilmen Lake district dialects	Говоры Ильменского Поозерья	https://lingconlab.ru/novgorod/	corpus	корпус	dialectal	диалектный	Kozynevo	Козынево	58.4067972	31.2071639	Russian	134207	spoco	
Corpus of the Russian dialect spoken in Ilmen Lake district	Корпус говоров Ильменского Поозерья	Ilmen Lake district dialects	Говоры Ильменского Поозерья	https://lingconlab.ru/novgorod/	corpus	корпус	dialectal	диалектный	Finyov Lug	Финёв Луг	58.95417	31.07944	Russian	134207	spoco	
Corpus of the Russian dialect spoken in Popovka	Корпус говора села Поповка	Popovka dialect	Говор с. Поповка	https://lingconlab.ru/popovka/	corpus	корпус	dialectal	диалектный	Popovka	Поповка	53.324589	40.862943	Russian	36617	spoco	
Dictionary of Kina Rutul	Словарь кининского диалекта рутульского языка	Kina Rutul	Кининский диалект рутульского языка	https://lingconlab.github.io/kina-rutul-dict/	dictionary	словарь	dictionary	словарь	Kina	Кина	41.6186	47.2667	Rutul	1253	other	
Khanty Russian Corpus	Корпус хантыйского русского 	Khanty Russian	Хантыйский русский	https://lingconlab.ru/khantyrus/	corpus	корпус	bilingual	билингвальный	Khanty-Mansiysk	Ханты-Мансийск	61.0301026	69.1560801	Russian	40225	spoco	
Dictionary of Zilo Andi	Словарь зиловского диалекта андийского языка	Zilo Andi	Зиловский диалект андийского языка	https://lingconlab.github.io/zilo_dictionary/	dictionary	словарь	dictionary	словарь	Zilo	Зило	42.73167	46.31861	Andi	1501	other	
Corpus of the dialect spoken in Kolodezhnoe	Корпус говора села Колодежное	Kolodezhnoe dialect	Говор с. Колодежное	https://lingconlab.ru/kolodezhnoe/	corpus	корпус	dialectal	диалектный	Kolodezhnoe	Колодежное	50.634421	39.844661	Ukrainian	57959	spoco	
Kabardian corpus	Кабардинский корпус	Kabardian corpus	Кабардинский корпус	https://lingconlab.ru/kabardian/search	corpus	корпус	minority	малых языков			43.5082	43.3918	Kabardian	4950652	tsacorpus	ignore
Abkhaz coprus	Абхазский корпус	Abkhaz coprus	Абхазский корпус	https://lingconlab.ru/abkhaz/search	corpus	корпус	minority	малых языков			43.05622	41.15911	Abkhaz	917493	tsacorpus	ignore
Corpus of the Russian dialect spoken in Pyatiusovo	Корпус говора деревни Пятиусово	Pyatiusovo Corpus	Говор д. Пятиусово	https://lingconlab.ru/pyatiusovo/	corpus	корпус	dialectal	диалектный	Pyatiusovo	Пятиусово	56.24361	31.76722	Russian	96537	spoco	
Corpus of Mansi Russian	Корпус мансийского русского	Mansi Russian	Мансийский русский	https://lingconlab.ru/MansiRus/	corpus	корпус	bilingual	билингвальный	Khanty-Mansiysk	Ханты-Мансийск	61.0018275	68.9015841	Russian	46979	spoco	
Corpus of Nanai language	Корпус нанайского языка	Nanai	Нанайский	https://lingconlab.ru/nanai/	corpus	корпус	minority	малых языков	Dzhuen	Джуен	49.84972	136.25639	Nanai	4128	tsacorpus	
Spoken сorpus of Chirag Dargwa	Устный корпус чирагского даргинского	Chirag Dargwa	Чирагский даргинский	https://lingconlab.ru/chirag/search	corpus	корпус	minority	малых языков	Chirag	Чираг	41.83694	47.43056	Chirag	49104	tsacorpus	ignore
The Corpus of Russian spoken by Assyrians	Устный корпус ассирийского руского	Assyrian Russian	Ассирийский русский	https://lingconlab.ru/AssyrRus/#!/	corpus	корпус	bilingual	билингвальный	Urmia	Урмия	44.85444	40.85861	Russian	55599	spoco	
